single	snpblup	rrblup
-0.498929634216461	-0.0489272224062947	-0.0360282361364204
0.169058897264077	0.0185374512847752	0.0133134447640928
0.187628815292578	0.0114533893466608	0.00966065127050859
-0.104379722988299	-0.00728029027049434	-0.00602202601336116
-0.146956989223784	-0.0174979377733729	-0.0122420037507271
0.180608602344305	0.0147454534637901	0.0113960842262131
0.166843545134612	0.0169611600293661	0.0124558663147397
0.0401586841562353	0.00934985123073385	0.00602912312503153
-0.139181063389825	-0.00913393020042978	-0.0073742870957913
-0.00105043739517226	-0.00880188637539677	-0.00465644578765075
-0.0791505126383384	-0.00683153272843	-0.00532334403459893
0.104191512019584	0.00829120735162543	0.00618829573017933
0.239687693386103	0.0277964369410935	0.0195884530669314
0.0409998878463383	0.00225587523286739	0.00197924874707984
-0.0188064689061323	-0.00411064324965505	-0.00252525572019794
0.268894311181708	0.0228880119689214	0.0175037405569913
-0.262670873511876	-0.0231887097527905	-0.0173966144702883
-0.245207613339061	-0.029016623770617	-0.0205198664282613
-0.224162569726501	-0.0188965332620285	-0.0143028906921128
0.148984554695727	0.0178446616991712	0.0126741636180572
-0.173781099547628	-0.0125589874681716	-0.0103382789597092
0.0512699902057013	0.00345677579486773	0.00267652942340256
-0.0324184712388334	-0.0025477628149298	-0.00203270701062405
0.194725544539286	0.0213174977348359	0.0154017034240294
-0.0255941112707696	-0.00585557184018842	-0.0036499465837647
0.106276058772473	0.0137209578841438	0.00954003693069938
-0.249653186107278	-0.0260059934562612	-0.0190560238458581
0.0211081704544184	0.00379665085971529	0.0024409805493128
0.176553701917519	0.0159501333689537	0.0123185069769084
-0.0975386047584959	-0.0104453769757359	-0.00731339778409014
-0.171947788110577	-0.0164701934075024	-0.012331224346261
0.353121241046705	0.0382902905132873	0.027782640101959
-0.193061734833795	-0.0180163524366159	-0.0135751540317063
-0.0434906082303206	0.000782669232160382	-0.000334111785482367
0.02355346651636	0.00249886637544058	0.00195913860555732
0.0138793866816535	0.00741331635327318	0.00422773647873875
